about_description,about_title,about,contact-donation-title,contact_description,privacy_policy,search,search_no_results,search_results,search_more,menu/home,menu/about,menu/popular,menu/genres,menu/movies,menu/bookmark,copyright,page,help,episode,popularfr,recentfr,movieanime,bookmark_desc,bookmark,bookmark_remove,unbookmark,episode_all,features/title,features/li1,features/li2,features/li3,langswtch,info/status,info/release,info/other_name,info/genres,info/rating,info/totalep,alert100bookmark,ongoing,upcoming,donation_desc,translation_desc
AMVStrm or Anime/Movie/Video Streaming is a gogo based website that allows you to watch anime online for free with no ads and annoying popup.,About AMVStreaming,About,Contact / Donation,"If you have any questions, please contact us at",Privacy Policy,Search,No results found,Search results,Search more,Home,About,Popular,Genres,Movies,Bookmarks,Copyright © amvstr.ml KAMPUCHEA,Page,Help,Episode,Popular Anime,Recent Anime,Anime Movies,Your Bookmarks Anime,Bookmark,Remove Bookmark,Unbookmark,All Episodes,Features,Watch anime online for free,Bookmarking features that allows you to save anime to lists locally and watch them later.,No ADs and Free.,Change Languages,Status,Released In,Other Names,Genres,Rating,Total Episodes,You have max out your bookmark list. Please delete some bookmark to add new one.,Ongoing Anime,Upcoming Anime,"Even though its free, no ads and open-source website, donation is the most important for us so we can keep our servers up and running 24/7 with no interupption. 1$ can keep our server up and running for a week or a month.","Help us translate our website in Khmer language, So Our Cambodian visitor who does not know understands english well and help them a lot. We will add other language soon (es, ru, id, ph, ...)."
